# Frequency(cm^-1), Lineshape, Field_description, Quantum_correction, Spectra, Spectra_qm
1.491347422325570915e+04 -1.620397159904574220e-07 4.470896201519130000e+14 4.470997988479138750e+14 -7.244627507169747353e+07 -3.239071501183657758e+22
1.491514221053042820e+04 -2.060511752164845180e-07 4.471396310593534375e+14 4.471497979413326875e+14 -9.213364646564507484e+07 -4.119754140071137955e+22
1.491681019780514725e+04 -1.620993703427914213e-07 4.471896419600013750e+14 4.471997970415443125e+14 -7.248915938553455472e+07 -3.241713736492321132e+22
1.491847818507986631e+04 -2.059523386524336114e-07 4.472396528538646875e+14 4.472497961485409375e+14 -9.211005244335599244e+07 -4.119620217852238234e+22
1.492014617235458172e+04 -1.621586360487496771e-07 4.472896637409509375e+14 4.472997952623148125e+14 -7.253188179093648493e+07 -3.244349587507631043e+22
1.492181415962930078e+04 -2.058534405733871928e-07 4.473396746212679375e+14 4.473497943828584375e+14 -9.208641112576754391e+07 -4.119483708256747625e+22
1.492348214690401983e+04 -1.622178383753558198e-07 4.473896854948234375e+14 4.473997935101639375e+14 -7.257458769240054488e+07 -3.246985554766529036e+22
1.492515013417873888e+04 -2.057546605616729100e-07 4.474396963616250000e+14 4.474497926442236875e+14 -9.206280284670414031e+07 -4.119348204400381474e+22
1.492681812145345611e+04 -1.622770400676516520e-07 4.474897072216803750e+14 4.474997917850299375e+14 -7.261730514867433906e+07 -3.249622893402174731e+22
1.492848610872817335e+04 -2.056560231882367964e-07 4.475397180749970625e+14 4.475497909325750625e+14 -9.203923863808855414e+07 -4.119214201006991606e+22
1.493015409600289240e+04 -1.623359245201466217e-07 4.475897289215830625e+14 4.475997900868514375e+14 -7.265989245020699501e+07 -3.252255260844585124e+22
1.493182208327761145e+04 -2.055579205054921314e-07 4.476397397614457500e+14 4.476497892478513125e+14 -9.201589404098245502e+07 -4.119089557489841288e+22
1.493349007055232869e+04 -1.623949367473726112e-07 4.476897505945928750e+14 4.476997884155671875e+14 -7.270254873025593162e+07 -3.254891568380804229e+22
1.493515805782704774e+04 -2.054597839507556208e-07 4.477397614210320625e+14 4.477497875899913125e+14 -9.199251464772811532e+07 -4.118962889338942967e+22
1.493682604510176498e+04 -1.624536515189363610e-07 4.477897722407708750e+14 4.477997867711160000e+14 -7.274508361334607005e+07 -3.257523293070337402e+22
1.493849403237648403e+04 -2.053619110383330891e-07 4.478397830538170000e+14 4.478497859589338125e+14 -9.196923368692435324e+07 -4.118840162149623818e+22
1.494016201965120126e+04 -1.625119852122287552e-07 4.478897938601780625e+14 4.478997851534370625e+14 -7.278745955651344359e+07 -3.260148749722686010e+22
1.494183000692592032e+04 -2.052644776183962695e-07 4.479398046598616250e+14 4.479497843546181250e+14 -9.194613000799296796e+07 -4.118724910932213052e+22
1.494349799420063937e+04 -1.625705909532560954e-07 4.479898154528753750e+14 4.479997835624693750e+14 -7.282996903921408951e+07 -3.262781036642925806e+22
1.494516598147535660e+04 -2.051673087139132020e-07 4.480398262392266250e+14 4.480497827769832500e+14 -9.192312534615144134e+07 -4.118613634352455824e+22
1.494683396875007384e+04 -1.626287857597327100e-07 4.480898370189232500e+14 4.480997819981522500e+14 -7.287230610566401482e+07 -3.265406447965066337e+22
1.494850195602479289e+04 -2.050699097955106430e-07 4.481398477919727500e+14 4.481497812259686875e+14 -9.189999816247372329e+07 -4.118496407117952031e+22
1.495016994329951194e+04 -1.626870363285096628e-07 4.481898585583826250e+14 4.481997804604250625e+14 -7.291467980135719478e+07 -3.268034347931048450e+22
1.495183793057423100e+04 -2.049729990762860519e-07 4.482398693181604375e+14 4.482497797015138750e+14 -9.187707031970587373e+07 -4.118387653042865648e+22
1.495350591784894641e+04 -1.627450502853774852e-07 4.482898800713136875e+14 4.482997789492274375e+14 -7.295695907463179529e+07 -3.270658862596526545e+22
1.495517390512366546e+04 -2.048762177583513049e-07 4.483398908178500000e+14 4.483497782035583125e+14 -9.185418110095328093e+07 -4.118280172368188513e+22
1.495684189239838452e+04 -1.628026891260329593e-07 4.483899015577768125e+14 4.483997774644990625e+14 -7.299908175056326389e+07 -3.273277201206534262e+22
1.495850987967310357e+04 -2.047795776876965858e-07 4.484399122911017500e+14 4.484497767320420000e+14 -9.183133585727950931e+07 -4.118174206220215465e+22
1.496017786694782080e+04 -1.628607448853647511e-07 4.484899230178322500e+14 4.484997760061797500e+14 -7.304140293626405299e+07 -3.275905285609154937e+22
1.496184585422253804e+04 -2.046833471490140284e-07 4.485399337379757500e+14 4.485497752869046250e+14 -9.180865496748584509e+07 -4.118075155505873525e+22
1.496351384149725709e+04 -1.629181653166129944e-07 4.485899444515398750e+14 4.485997745742093125e+14 -7.308345072952620685e+07 -3.278521952237078866e+22
1.496518182877197614e+04 -2.045872972607719005e-07 4.486399551585320625e+14 4.486497738680863125e+14 -9.178603586907798052e+07 -4.117978423690989352e+22
1.496684981604669338e+04 -1.629758528786994680e-07 4.486899658589597500e+14 4.486997731685281250e+14 -7.312562986397850513e+07 -3.281145353277290001e+22
1.496851780332141243e+04 -2.044914724574012784e-07 4.487399765528304375e+14 4.487497724755272500e+14 -9.176349855578802526e+07 -4.117884909846824957e+22
1.497018579059612966e+04 -1.630331119646328911e-07 4.487899872401515000e+14 4.487997717890761875e+14 -7.316762823832978308e+07 -3.283761485571037122e+22
1.497185377787084872e+04 -2.043958702208597689e-07 4.488399979209305000e+14 4.488497711091675625e+14 -9.174104196497747302e+07 -4.117794568729667201e+22
1.497352176514556595e+04 -1.630903199108391243e-07 4.488900085951748125e+14 4.488997704357939375e+14 -7.320961510656638443e+07 -3.286377941503048050e+22
1.497518975242028500e+04 -2.043004080062702613e-07 4.489400192628920000e+14 4.489497697689478750e+14 -9.171862910575166345e+07 -4.117705742055073278e+22
1.497685773969500406e+04 -1.631473414991531984e-07 4.489900299240892500e+14 4.489997691086219375e+14 -7.325152974174040556e+07 -3.288991994089479288e+22
1.497852572696972129e+04 -2.042051800320346130e-07 4.490400405787741875e+14 4.490497684548086250e+14 -9.169630232798071206e+07 -4.117620332854186607e+22
1.498019371424443852e+04 -1.632043849231997647e-07 4.490900512269541250e+14 4.490997678075006875e+14 -7.329346558562332392e+07 -3.291607837631047533e+22
1.498186170151915758e+04 -2.041100981303341019e-07 4.491400618686364375e+14 4.491497671666906250e+14 -9.167402210227170587e+07 -4.117536568246938894e+22
1.498352968879387663e+04 -1.632613322030117831e-07 4.491900725038286250e+14 4.491997665323710625e+14 -7.333536964934250712e+07 -3.294223092504978679e+22
1.498519767606859568e+04 -2.040153754069707979e-07 4.492400831325380000e+14 4.492497659045346250e+14 -9.165188420814350247e+07 -4.117458752521798209e+22
1.498686566334331110e+04 -1.633178478087816619e-07 4.492900937547718750e+14 4.492997652831738750e+14 -7.337709115383507311e+07 -3.296830983258015321e+22
1.498853365061803015e+04 -2.039204859400337251e-07 4.493401043705377500e+14 4.493497646682815625e+14 -9.162965243558552861e+07 -4.117376275856678820e+22
1.499020163789274920e+04 -1.633743987963415513e-07 4.493901149798429375e+14 4.493997640598501875e+14 -7.341883985985064507e+07 -3.299440931056480420e+22
1.499186962516746826e+04 -2.038261773665594852e-07 4.494401255826946875e+14 4.494497634578725625e+14 -9.160766275266709924e+07 -4.117304235511478695e+22
1.499353761244218549e+04 -1.634307995368361031e-07 4.494901361791005000e+14 4.494997628623411875e+14 -7.346053233967173100e+07 -3.302049186642378778e+22
1.499520559971690273e+04 -2.037322444302575051e-07 4.495401467690675625e+14 4.495497622732488125e+14 -9.158582306276950240e+07 -4.117238498546785504e+22
1.499687358699162178e+04 -1.634868031425598936e-07 4.495901573526033125e+14 4.495997616905881250e+14 -7.350205754993759096e+07 -3.304650755821983603e+22
1.499854157426634083e+04 -2.036382473530642794e-07 4.496401679297150000e+14 4.496497611143518125e+14 -9.156393573674465716e+07 -4.117170183071709790e+22
1.500020956154105806e+04 -1.635433364192633346e-07 4.496901785004100625e+14 4.496997605445324375e+14 -7.354383214693114161e+07 -3.307264370600222235e+22
1.500187754881577712e+04 -2.035444228623507257e-07 4.497401890646956250e+14 4.497497599811228750e+14 -9.154210722117796540e+07 -4.117104075089100407e+22
1.500354553609049435e+04 -1.635991364919512284e-07 4.497901996225789375e+14 4.497997594241156875e+14 -7.358528826079627872e+07 -3.309864495686037065e+22
1.500521352336521340e+04 -2.034508385126190535e-07 4.498402101740675000e+14 4.498497588735036875e+14 -9.152036795660682023e+07 -4.117041545729391198e+22
1.500688151063993064e+04 -1.636551537277620968e-07 4.498902207191685625e+14 4.498997583292795625e+14 -7.362685323241235316e+07 -3.312470347580765215e+22
1.500854949791464969e+04 -2.033575283547932184e-07 4.499402312578891875e+14 4.499497577914360625e+14 -9.149873333598841727e+07 -4.116983290275118553e+22
1.501021748518936874e+04 -1.637108432760515999e-07 4.499902417902368750e+14 4.499997572599658750e+14 -7.366828194947403669e+07 -3.315070899502204112e+22
1.501188547246408416e+04 -2.032646817753764165e-07 4.500402523162186250e+14 4.500497567348617500e+14 -9.147728867316628993e+07 -4.116933151412321675e+22
1.501355345973880321e+04 -1.637665495448268301e-07 4.500902628358419375e+14 4.500997562161165625e+14 -7.370972932835003734e+07 -3.317673120144629013e+22
1.501522144701352227e+04 -2.031716877328892396e-07 4.501402733491139375e+14 4.501497557037228750e+14 -9.145575905288358033e+07 -4.116878759535408946e+22
1.501688943428824132e+04 -1.638221365640242707e-07 4.501902838560418125e+14 4.501997551976736875e+14 -7.375113416166132689e+07 -3.320274254513071928e+22
1.501855742156296037e+04 -2.030788790703885961e-07 4.502402943566328750e+14 4.502497546979616250e+14 -9.143429429026681185e+07 -4.116826857517386564e+22
1.502022540883767579e+04 -1.638774071076285058e-07 4.502903048508941875e+14 4.502997542045794375e+14 -7.379240760466814041e+07 -3.322870300654620063e+22
1.502189339611239484e+04 -2.029866087082098825e-07 4.503403153388330000e+14 4.503497537175201250e+14 -9.141305337521554530e+07 -4.116784607409484071e+22
1.502356138338711389e+04 -1.639325583476530275e-07 4.503903258204566875e+14 4.503997532367763125e+14 -7.383363836678047478e+07 -3.325465250097130793e+22
1.502522937066183295e+04 -2.028943785065023411e-07 4.504403362957722500e+14 4.504497527623408125e+14 -9.139181208699062467e+07 -4.116741915908723704e+22
1.502689735793655018e+04 -1.639875690911794678e-07 4.504903467647869375e+14 4.504997522942065625e+14 -7.387481686499989033e+07 -3.328058669846232249e+22
1.502856534521126741e+04 -2.028022608975922730e-07 4.505403572275078750e+14 4.505497518323662500e+14 -9.137060307134747505e+07 -4.116700253856924592e+22
1.503023333248598647e+04 -1.640424302645833197e-07 4.505903676839422500e+14 4.505997513768128750e+14 -7.391593896868605912e+07 -3.330650372207361078e+22
1.503190131976070552e+04 -2.027102983084333520e-07 4.506403781340972500e+14 4.506497509275391875e+14 -9.134944548138806224e+07 -4.116660485355635265e+22
1.503356930703542275e+04 -1.640976313746057501e-07 4.506903885779800000e+14 4.506997504845380000e+14 -7.395722524894718826e+07 -3.333250296622927053e+22
1.503523729431014181e+04 -2.026188493695277095e-07 4.507403990155976250e+14 4.507497500478022500e+14 -9.132850101290218532e+07 -4.116629900380611595e+22
1.503690528158485904e+04 -1.641520940142699872e-07 4.507904094469571250e+14 4.507997496173247500e+14 -7.399818967226816714e+07 -3.335836537639379612e+22
1.503857326885957627e+04 -2.025273657392615819e-07 4.508404198720658750e+14 4.508497491930984375e+14 -9.130752260547214746e+07 -4.116597366612028503e+22
1.504024125613429533e+04 -1.642066042672748694e-07 4.508904302909309375e+14 4.508997487751161250e+14 -7.403918645468418300e+07 -3.338425057193107862e+22
1.504190924340901438e+04 -2.024363276960532638e-07 4.509404407035592500e+14 4.509497483633708125e+14 -9.128672682566839457e+07 -4.116572649095093341e+22
1.504357723068373343e+04 -1.642610115324174924e-07 4.509904511099580625e+14 4.509997479578553125e+14 -7.408014769078299403e+07 -3.341012793722382634e+22
1.504524521795844885e+04 -2.023451138127882681e-07 4.510404615101343750e+14 4.510497475585624375e+14 -9.126583351844069362e+07 -4.116543116921445915e+22
1.504691320523316790e+04 -1.643154253725935203e-07 4.510904719040953125e+14 4.510997471654853125e+14 -7.412112277244536579e+07 -3.343601974227199905e+22
1.504858119250788695e+04 -2.022543217034652621e-07 4.511404822918480000e+14 4.511497467786168125e+14 -9.124511223891189694e+07 -4.116520928137156808e+22
1.505024917978260601e+04 -1.643694347775712101e-07 4.511904926733994375e+14 4.511997463979498125e+14 -7.416192625774055719e+07 -3.346184231987599272e+22
1.505191716705732506e+04 -2.021639789960848412e-07 4.512405030487567500e+14 4.512497460234771875e+14 -9.122457558053161204e+07 -4.116506656181439169e+22
1.505358515433204047e+04 -1.644237633055746045e-07 4.512905134179268125e+14 4.512997456551920000e+14 -7.420288456028044224e+07 -3.348774292893613844e+22
1.505525314160675953e+04 -2.020733504111191254e-07 4.513405237809169375e+14 4.513497452930871875e+14 -9.120389181671927869e+07 -4.116485334121452247e+22
1.505692112888147858e+04 -1.644774703436635364e-07 4.513905341377339375e+14 4.513997449371556875e+14 -7.424357319204957783e+07 -3.351353000211422747e+22
1.505858911615619763e+04 -2.019834437183249229e-07 4.514405444883849375e+14 4.514497445873905000e+14 -9.118351580983965099e+07 -4.116477492293239675e+22
1.506025710343091487e+04 -1.645313257527875555e-07 4.514905548328770000e+14 4.514997442437845625e+14 -7.428433955151487887e+07 -3.353936030882741617e+22
1.506192509070563210e+04 -2.018935227009652201e-07 4.515405651712170000e+14 4.515497439063308125e+14 -9.116311534480176866e+07 -4.116468138764853576e+22
1.506359307798035115e+04 -1.645849591894261846e-07 4.515905755034120000e+14 4.515997435750224375e+14 -7.432501643955855072e+07 -3.356515836531396995e+22
1.506526106525507021e+04 -2.018037109373821717e-07 4.516405858294691250e+14 4.516497432498523125e+14 -9.114274623032012582e+07 -4.116459793401053079e+22
1.506692905252978744e+04 -1.646383636421625589e-07 4.516905961493951875e+14 4.516997429308134375e+14 -7.436560062258931994e+07 -3.359092268411913450e+22
1.506859703980450649e+04 -2.017140993148877976e-07 4.517406064631972500e+14 4.517497426178988125e+14 -9.112244955668501556e+07 -4.116454313394492670e+22
1.507026502707922373e+04 -1.646917598698756284e-07 4.517906167708821875e+14 4.517997423111015000e+14 -7.440619176869313419e+07 -3.361669826744596142e+22
1.507193301435394096e+04 -2.016249314020895262e-07 4.518406270724570625e+14 4.518497420104146250e+14 -9.110233543816126883e+07 -4.116456676427942173e+22
1.507360100162866001e+04 -1.647451890102641943e-07 4.518906373679289375e+14 4.518997417158311250e+14 -7.444680846514821053e+07 -3.364249351696842490e+22
1.507526898890337907e+04 -2.015358985176111265e-07 4.519406476573045625e+14 4.519497414273440625e+14 -9.108226450224597752e+07 -4.116460589040702954e+22
1.507693697617809812e+04 -1.647983090692910806e-07 4.519906579405909375e+14 4.519997411449465000e+14 -7.448729614372572303e+07 -3.366823857555099982e+22
1.507860496345281354e+04 -2.014469453221450821e-07 4.520406682177949375e+14 4.520497408686314375e+14 -9.106221177385605872e+07 -4.116464923529606857e+22
1.508027295072753259e+04 -1.648510324277355797e-07 4.520906784889236875e+14 4.520997405983921250e+14 -7.452761509985454381e+07 -3.369391545406105164e+22
1.508194093800225164e+04 -2.013582519925336790e-07 4.521406887539840000e+14 4.521497403342214375e+14 -9.104225874220244586e+07 -4.116473364972783744e+22
1.508360892527697069e+04 -1.649042487030637152e-07 4.521906990129826875e+14 4.521997400761126875e+14 -7.456816749124912918e+07 -3.371970595749489122e+22
1.508527691255168975e+04 -2.012696952289072199e-07 4.522407092659267500e+14 4.522497398240587500e+14 -9.102234972405791283e+07 -4.116483398087968031e+22
1.508694489982640516e+04 -1.649568523713015298e-07 4.522907195128230000e+14 4.522997395780528750e+14 -7.460845344758649170e+07 -3.374538406466465196e+22
1.508861288710112422e+04 -2.011817378622215252e-07 4.523407297536785000e+14 4.523497393380881250e+14 -9.100269411771053076e+07 -4.116504496321012433e+22
1.509028087437584327e+04 -1.650093218452977657e-07 4.523907399884999375e+14 4.523997391041576250e+14 -7.464868921459481120e+07 -3.377104752515003869e+22
1.509194886165056232e+04 -2.010936369525576522e-07 4.524407502172942500e+14 4.524497388762545625e+14 -9.098295596673938632e+07 -4.116521466934099916e+22
1.509361684892527956e+04 -1.650615603339902970e-07 4.524907604400683750e+14 4.524997386543719375e+14 -7.468883095495149493e+07 -3.379667648751611779e+22
1.509528483619999679e+04 -2.010058277030226567e-07 4.525407706568290625e+14 4.525497384385029375e+14 -9.096333217523966730e+07 -4.116543218339937255e+22
1.509695282347471584e+04 -1.651141960410984902e-07 4.525907808675831875e+14 4.525997382286408125e+14 -7.472916291856397688e+07 -3.382239957498750776e+22
1.509862081074943308e+04 -2.009181479932743802e-07 4.526407910723376250e+14 4.526497380247786875e+14 -9.094374944846472144e+07 -4.116566436283867044e+22
1.510028879802415213e+04 -1.651662839731693936e-07 4.526908012710992500e+14 4.526997378269096875e+14 -7.476925743478396535e+07 -3.384802323823942068e+22
1.510195678529887118e+04 -2.008307477444804339e-07 4.527408114638747500e+14 4.527497376350269375e+14 -9.092427570073281229e+07 -4.116594196816163399e+22
1.510362477257358842e+04 -1.652184659250740733e-07 4.527908216506710625e+14 4.527997374491236250e+14 -7.480940493807768822e+07 -3.387367891468675134e+22
1.510529275984830565e+04 -2.007434332333054269e-07 4.528408318314949375e+14 4.528497372691930625e+14 -9.090482329008018970e+07 -4.116622534341523459e+22
1.510696074712302470e+04 -1.652703698490261072e-07 4.528908420063531250e+14 4.528997370952285000e+14 -7.484943695962682366e+07 -3.389929032074086947e+22
1.510862873439774376e+04 -2.006562949143755619e-07 4.529408521752526250e+14 4.529497369272228750e+14 -9.088543321284607053e+07 -4.116653306427531382e+22
1.511029672167246281e+04 -1.653222189041999946e-07 4.529908623382000000e+14 4.529997367651696250e+14 -7.488945450507822633e+07 -3.392490317728758471e+22
1.511196470894717822e+04 -2.005696342678597678e-07 4.530408724952020625e+14 4.530497366090617500e+14 -9.086624210475476086e+07 -4.116692705221438289e+22
1.511363269622189728e+04 -1.653740506345913452e-07 4.530908826462657500e+14 4.530997364588927500e+14 -7.492947456881523132e+07 -3.395052518013348610e+22
1.511530068349661633e+04 -2.004831653751814374e-07 4.531408927913976875e+14 4.531497363146556875e+14 -9.084712054775515199e+07 -4.116734872116098446e+22
1.511696867077133538e+04 -1.654256508183842972e-07 4.531909029306046250e+14 4.531997361763439375e+14 -7.496940006226649880e+07 -3.397611232951796131e+22
1.511863665804605444e+04 -2.003963379191325719e-07 4.532409130638933125e+14 4.532497360439505625e+14 -9.082781917312815785e+07 -4.116768506566801149e+22
1.512030464532076985e+04 -1.654767905512182835e-07 4.532909231912705625e+14 4.532997359174689375e+14 -7.500912715569025278e+07 -3.400161753107424032e+22
1.512197263259548890e+04 -2.003104122749236913e-07 4.533409333127430625e+14 4.533497357968923125e+14 -9.080890925297425687e+07 -4.116819501783985213e+22
1.512364061987020796e+04 -1.655283197416854652e-07 4.533909434283175625e+14 4.533997356822139375e+14 -7.504904105178697407e+07 -3.402721537608383673e+22
1.512530860714492519e+04 -2.002247360846164240e-07 4.534409535380007500e+14 4.534497355734271875e+14 -9.079009525210301578e+07 -4.116874468475237984e+22
1.512697659441964424e+04 -1.655792570244356125e-07 4.534909636417993750e+14 4.534997354705252500e+14 -7.508869682710447907e+07 -3.405270414791835176e+22
1.512864458169436148e+04 -2.001387551148994644e-07 4.535409737397200000e+14 4.535497353735013750e+14 -9.077112587786686420e+07 -4.116922012146130223e+22
1.513031256896908053e+04 -1.656304800518180634e-07 4.535909838317695625e+14 4.535997352823490000e+14 -7.512849239923243225e+07 -3.407826426445380033e+22
1.513198055624379776e+04 -2.000532659236506572e-07 4.536409939179546250e+14 4.536497351970613750e+14 -9.075236239013776183e+07 -4.116978516679374930e+22
1.513364854351851682e+04 -1.656815053973431475e-07 4.536910039982818125e+14 4.536997351176318750e+14 -7.516820852766735852e+07 -3.410379629826959999e+22
1.513531653079323587e+04 -1.999679267888651869e-07 4.537410140727578750e+14 4.537497350440536875e+14 -9.073364988320669532e+07 -4.117036959408497413e+22
1.513698451806795310e+04 -1.657324183636865121e-07 4.537910241413893750e+14 4.537997349763201875e+14 -7.520788386268651485e+07 -3.412931776501700887e+22
1.513865250534267034e+04 -1.998828851492690663e-07 4.538410342041831875e+14 4.538497349144248750e+14 -9.071505531586024165e+07 -4.117100380785056154e+22
1.514032049261738939e+04 -1.657829585803402326e-07 4.538910442611457500e+14 4.538997348583609375e+14 -7.524740019073289633e+07 -3.415477499535463914e+22
1.514198847989210844e+04 -1.997978955656114020e-07 4.539410543122838125e+14 4.539497348081218125e+14 -9.069646736242921650e+07 -4.117163730720821713e+22
1.514365646716682750e+04 -1.658334660694109848e-07 4.539910643576040000e+14 4.539997347637007500e+14 -7.528691176696249843e+07 -3.418023797337911565e+22
1.514532445444154291e+04 -1.997132138064911328e-07 4.540410743971128125e+14 4.540497347250911875e+14 -9.067800216799953580e+07 -4.117232282978143227e+22
1.514699244171626196e+04 -1.658837148057338175e-07 4.540910844308170625e+14 4.540997346922865625e+14 -7.532631594554805756e+07 -3.420566008622072883e+22
1.514866042899098102e+04 -1.996285618751092467e-07 4.541410944587233125e+14 4.541497346652802500e+14 -9.065953357518307865e+07 -4.117300311804746085e+22
1.515032841626570007e+04 -1.659343294547334604e-07 4.541911044808381250e+14 4.541997346440655625e+14 -7.536589636633266509e+07 -3.423117013080044313e+22
1.515199640354041730e+04 -1.995444651014065687e-07 4.542411144971681250e+14 4.542497346286359375e+14 -9.064130021940419078e+07 -4.117378657105887416e+22
1.515366439081513454e+04 -1.659843212970842189e-07 4.542911245077197500e+14 4.542997346189847500e+14 -7.540520397270303965e+07 -3.425656415368940565e+22
1.515533237808985359e+04 -1.994601508449189934e-07 4.543411345124998750e+14 4.543497346151055000e+14 -9.062295122491484880e+07 -4.117451383907771482e+22
1.515700036536457264e+04 -1.660342197799108437e-07 4.543911445115148750e+14 4.543997346169915625e+14 -7.544447915387009084e+07 -3.428195130583572231e+22
1.515866835263928988e+04 -1.993763291133050037e-07 4.544411545047714375e+14 4.544497346246363750e+14 -9.060480918317359686e+07 -4.117533148900906081e+22
1.516033633991400893e+04 -1.660841803271081477e-07 4.544911644922760000e+14 4.544997346380333750e+14 -7.548379252061253786e+07 -3.430736367009076661e+22
1.516200432718872617e+04 -1.992926251773919656e-07 4.545411744740351250e+14 4.545497346571759375e+14 -9.058670391214540601e+07 -4.117616222673385711e+22
1.516367231446344522e+04 -1.661339684680585353e-07 4.545911844500554375e+14 4.545997346820576875e+14 -7.552303750328288972e+07 -3.433275281137549600e+22
1.516534030173816245e+04 -1.992090625448623943e-07 4.546411944203435625e+14 4.546497347126718750e+14 -9.056864613475316763e+07 -4.117701093845138565e+22
1.516700828901288151e+04 -1.661837998832952878e-07 4.546912043849057500e+14 4.546997347490121875e+14 -7.556231211819569767e+07 -3.435816327716565261e+22
1.516867627628760056e+04 -1.991259124377979827e-07 4.547412143437488125e+14 4.547497347910718750e+14 -9.055075922927124798e+07 -4.117793374464130207e+22
1.517034426356231779e+04 -1.662333210728457104e-07 4.547912242968790625e+14 4.547997348388445625e+14 -7.560145560965569317e+07 -3.438352196470208620e+22
1.517201225083703503e+04 -1.990425937777250556e-07 4.548412342443031250e+14 4.548497348923236875e+14 -9.053277902104791999e+07 -4.117881053678896834e+22
1.517368023811175408e+04 -1.662827138102923095e-07 4.548912441860275000e+14 4.548997349515028125e+14 -7.564055057179300487e+07 -3.440886640669438142e+22
1.517534822538647313e+04 -1.989599915616626206e-07 4.549412541220586875e+14 4.549497350163753750e+14 -9.051510808117701113e+07 -4.117982443651005940e+22
1.517701621266119218e+04 -1.663318263750099813e-07 4.549912640524030625e+14 4.549997350869348750e+14 -7.567952793451063335e+07 -3.443416516170662648e+22
1.517868419993590760e+04 -1.988772124144231939e-07 4.550412739770672500e+14 4.550497351631748125e+14 -9.049734010206694901e+07 -4.118079064641732451e+22
1.518035218721062665e+04 -1.663809031157701652e-07 4.550912838960576250e+14 4.550997352450888125e+14 -7.571849881474141777e+07 -3.445946876374439009e+22
1.518202017448534571e+04 -1.987948900883859812e-07 4.551412938093806875e+14 4.551497353326703750e+14 -9.047976347752162814e+07 -4.118184039975658665e+22
1.518368816176006476e+04 -1.664300391869670891e-07 4.551913037170429375e+14 4.551997354259130000e+14 -7.575750651519408822e+07 -3.448479692224322758e+22
1.518535614903478199e+04 -1.987125072820347066e-07 4.552413136190508125e+14 4.552497355248102500e+14 -9.046214284760868549e+07 -4.118286660638145616e+22
1.518702413630949923e+04 -1.664788855250968182e-07 4.552913235154106250e+14 4.552997356293556875e+14 -7.579639212809187174e+07 -3.451007729757920533e+22
1.518869212358421828e+04 -1.986305381660014296e-07 4.553413334061290000e+14 4.553497357395428125e+14 -9.044469410368408263e+07 -4.118396755915633276e+22
1.519036011085893733e+04 -1.665276256280544265e-07 4.553913432912122500e+14 4.553997358553653750e+14 -7.583523912985581160e+07 -3.453534786826480386e+22
1.519202809813365457e+04 -1.985486337069798665e-07 4.554413531706668750e+14 4.554497359768167500e+14 -9.042725840569399297e+07 -4.118507096598071424e+22
1.519369608540837362e+04 -1.665764733716599427e-07 4.554913630444992500e+14 4.554997361038906250e+14 -7.587414490720312297e+07 -3.456065298233937835e+22
1.519536407268309085e+04 -1.984671505195517336e-07 4.555413729127157500e+14 4.555497362365805000e+14 -9.040999822575120628e+07 -4.118625084489067187e+22
1.519703205995780991e+04 -1.666248793595973914e-07 4.555913827753228125e+14 4.555997363748801250e+14 -7.591285919221031666e+07 -3.458587863543441680e+22
1.519870004723252714e+04 -1.983853543040713811e-07 4.556413926323269375e+14 4.556497365187830000e+14 -9.039257911296467483e+07 -4.118735485607560505e+22
1.520036803450724619e+04 -1.666732483851645151e-07 4.556914024837343125e+14 4.556997366682827500e+14 -7.595156631315542758e+07 -3.461110876844854136e+22
1.520203602178196525e+04 -1.983043153526144736e-07 4.557414123295514375e+14 4.557497368233730625e+14 -9.037548874984526634e+07 -4.118860521302569412e+22
1.520370400905668248e+04 -1.667216068765943730e-07 4.557914221697845625e+14 4.557997369840473750e+14 -7.599027830471467972e+07 -3.463634886463351423e+22
1.520537199633139971e+04 -1.982233077665146466e-07 4.558414320044403125e+14 4.558497371502995000e+14 -9.035839646894493699e+07 -4.118985127969110045e+22
1.520703998360611877e+04 -1.667696346067752542e-07 4.558914418335248125e+14 4.558997373221230625e+14 -7.602884917493286729e+07 -3.466153236775520803e+22
1.520870797088083782e+04 -1.981423281973164049e-07 4.559414516570444375e+14 4.559497374995116875e+14 -9.034130075299097598e+07 -4.119109236369067396e+22
1.521037595815555687e+04 -1.668177652242746837e-07 4.559914614750056875e+14 4.559997376824590000e+14 -7.606747656461139023e+07 -3.468674935962938953e+22
1.521204394543027229e+04 -1.980617802932342430e-07 4.560414712874146875e+14 4.560497378709586250e+14 -9.032438569073122740e+07 -4.119241241761334218e+22
1.521371193270499134e+04 -1.668655386997726944e-07 4.560914810942778750e+14 4.560997380650043750e+14 -7.610595068917387724e+07 -3.471190417452034320e+22
1.521537991997971039e+04 -1.979815471950523418e-07 4.561414908956016250e+14 4.561497382645897500e+14 -9.030759810736909509e+07 -4.119378723998016943e+22
1.521704790725442945e+04 -1.669133426738716761e-07 4.561915006913921250e+14 4.561997384697086875e+14 -7.614444827981010079e+07 -3.473707739116962683e+22
1.521871589452914668e+04 -1.979012563344013502e-07 4.562415104816558125e+14 4.562497386803545625e+14 -9.029076811622463167e+07 -4.119513935827597840e+22
1.522038388180386391e+04 -1.669608459661353903e-07 4.562915202663988125e+14 4.562997388965213125e+14 -7.618281823085196316e+07 -3.476220006713889548e+22
1.522205186907858297e+04 -1.978211726400851928e-07 4.563415300456276875e+14 4.563497391182025000e+14 -9.027401659799674153e+07 -4.119652392364809807e+22
